出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,其他綜合損益（淨額）,利息以外淨損益,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,收入,支出,其他綜合損益
114/10/28,113,2,2729,瓦城,3043941.00,1491514.00,1315890.00,236537.00,-9262.00,,47684.00,,--,--,179591.00,,--,183239.00,182822.00,--,-3231.00,186470.00,--,-3231.00,4.67,,,,,,,,179591.00,,,,,,,227275.00,,,--,--,1552427.00,--,--,1552427.00,--,3648.00,,,,,,,,,
114/10/28,113,2,2732,六角,1993015.00,988648.00,902853.00,102038.00,43928.00,,26848.00,,--,--,119118.00,,--,139230.00,124196.00,--,-5078.00,139991.00,--,-761.00,2.72,,,,,,,,119118.00,,,,,,,145966.00,,,--,--,1004367.00,277.00,0.00,1004090.00,801.00,20112.00,,,,,,,,,
114/10/28,113,2,2734,易飛網,862077.00,782270.00,100222.00,-20415.00,91936.00,,103.00,,-4197.00,--,67221.00,,--,67487.00,70362.00,--,-3141.00,70628.00,--,-3141.00,1.66,,,,,,,,71418.00,,,,,,,71521.00,,,--,--,79807.00,--,--,79807.00,--,266.00,,,,,,,,,
114/10/28,113,2,2736,富野,163023.00,88406.00,158223.00,-83606.00,15855.00,,0.00,,--,--,-67751.00,,--,-57582.00,-59543.00,--,-8208.00,-49374.00,--,-8208.00,-1.18,,,,,,,,-67751.00,,,,,,,-67751.00,,,--,--,74617.00,--,--,74617.00,--,10169.00,,,,,,,,,
114/10/28,113,2,2740,天蔥,96199.00,58703.00,74542.00,-37046.00,-1344.00,,0.00,,--,--,-38390.00,,--,-38390.00,-38390.00,--,--,-38390.00,--,--,-1.66,,,,,,,,-38390.00,,,,,,,-38390.00,,,--,--,37496.00,--,--,37496.00,--,--,,,,,,,,,
114/10/28,113,2,2743,山富,3594073.00,3036532.00,263683.00,293858.00,11106.00,,92299.00,,--,--,212665.00,,--,212665.00,212665.00,--,--,212665.00,--,--,5.91,,,,,,,,212665.00,,,,,,,304964.00,,,--,--,557541.00,--,--,557541.00,--,--,,,,,,,,,
114/10/28,113,2,2745,五福,3833170.00,3339300.00,218629.00,275241.00,-21987.00,,55088.00,,--,--,198166.00,,--,198166.00,198166.00,--,--,198166.00,--,--,5.86,,,,,,,,198166.00,,,,,,,253254.00,,,--,--,493870.00,--,--,493870.00,--,--,,,,,,,,,
114/10/28,113,2,2751,王座,673008.00,349302.00,291409.00,32491.00,985.00,,0.00,,--,--,33476.00,,--,33899.00,33476.00,--,--,33899.00,--,--,1.97,,,,,,,,33476.00,,,,,,,33476.00,,,--,--,323706.00,--,--,323706.00,194.00,423.00,,,,,,,,,
114/10/28,113,2,2752,豆府,1716438.00,810183.00,669940.00,236315.00,13818.00,,46801.00,,--,--,203332.00,,--,202818.00,201538.00,--,1794.00,200982.00,--,1836.00,7.67,,,,,,,,203332.00,,,,,,,250133.00,,,--,--,906255.00,--,--,906255.00,--,-514.00,,,,,,,,,
114/10/28,113,2,2754,亞洲藏壽司,2616646.00,1571824.00,927010.00,117812.00,-15264.00,,20617.00,,--,--,81931.00,,--,87986.00,81931.00,--,--,87986.00,--,--,1.75,,,,,,,,81931.00,,,,,,,102548.00,,,--,--,1044822.00,--,--,1044822.00,--,6055.00,,,,,,,,,
114/10/28,113,2,2755,揚秦,1182655.00,870691.00,212122.00,99842.00,37.00,,20685.00,,--,--,79194.00,,--,81618.00,79194.00,--,--,81618.00,--,--,2.63,,,,,,,,79194.00,,,,,,,99879.00,,,--,--,311964.00,--,--,311964.00,--,2424.00,,,,,,,,,
114/10/28,113,2,2756,聯發國際,321927.00,124249.00,159306.00,38372.00,17514.00,,18277.00,,--,--,37609.00,,--,45147.00,37609.00,--,--,45147.00,--,--,1.53,,,,,,,,37609.00,,,,,,,55886.00,,,--,--,197678.00,--,--,197678.00,--,7538.00,,,,,,,,,
114/10/28,113,2,2916,滿心,944788.00,435564.00,381733.00,127491.00,15347.00,,28567.00,,--,--,114271.00,,--,117636.00,--,--,--,--,--,--,2.09,,,,,,,,114271.00,,,,,,,142838.00,,,--,--,509224.00,--,--,509224.00,--,3365.00,,,,,,,,,
114/10/28,113,2,2924,宏太-KY,61976.00,51554.00,25947.00,-15525.00,26.00,,695.00,,0.00,--,-16194.00,,--,-15077.00,-16194.00,--,--,-15077.00,0.00,0.00,-0.49,,,,,,,,-16194.00,,,,,,,-15499.00,,,--,--,10422.00,--,--,10422.00,--,1117.00,,,,,,,,,
114/10/28,113,2,2926,誠品生活,3283443.00,2024044.00,1366669.00,-107270.00,85850.00,,904.00,,--,--,-22324.00,,--,2573.00,-22040.00,--,-284.00,3346.00,--,-773.00,-0.47,,,,,,,,-22324.00,,,,,,,-21420.00,,,--,--,1259399.00,--,--,1259399.00,--,24897.00,,,,,,,,,
114/10/28,113,2,2937,集雅社,2070386.00,1587729.00,421895.00,60762.00,-87.00,,12839.00,,--,--,47836.00,,--,47836.00,47836.00,--,--,47836.00,--,--,1.21,,,,,,,,47836.00,,,,,,,60675.00,,,--,--,482657.00,--,--,482657.00,--,--,,,,,,,,,
114/10/28,113,2,2941,米斯特,400200.00,148720.00,218348.00,33132.00,305.00,,6503.00,,--,--,26934.00,,--,26859.00,--,--,--,--,--,--,1.82,,,,,,,,26934.00,,,,,,,33437.00,,,--,--,251480.00,--,--,251480.00,--,-75.00,,,,,,,,,
114/10/28,113,2,2947,振宇五金,1039066.00,635902.00,358628.00,44536.00,-2278.00,,8478.00,,--,--,33780.00,,--,33780.00,33780.00,0.00,0.00,33780.00,0.00,0.00,1.75,,,,,,,,33780.00,,,,,,,42258.00,,,--,--,403164.00,--,--,403164.00,--,--,,,,,,,,,
114/10/28,113,2,2948,寶陞,1023285.00,567686.00,372306.00,83293.00,-14771.00,,32019.00,,--,--,36503.00,,--,83187.00,36503.00,--,--,83187.00,--,--,1.30,,,,,,,,36503.00,,,,,,,68522.00,,,--,--,455599.00,--,--,455599.00,--,46684.00,,,,,,,,,
114/10/28,113,2,2949,欣新網,2108285.00,1894864.00,147764.00,65657.00,-434.00,,17943.00,,--,--,47280.00,,--,47299.00,45037.00,--,2243.00,45046.00,--,2253.00,1.86,,,,,,,,47280.00,,,,,,,65223.00,,,--,--,213421.00,--,--,213421.00,--,19.00,,,,,,,,,
114/10/28,113,2,3064,泰偉,55871.00,3586.00,48562.00,3723.00,-1050.00,,0.00,,--,--,2673.00,,--,3504.00,2932.00,--,-259.00,3763.00,--,-259.00,0.23,,,,,,,,2673.00,,,,,,,2673.00,,,--,--,52285.00,--,--,52285.00,--,831.00,,,,,,,,,
114/10/28,113,2,3066,李洲,107345.00,84219.00,67705.00,-44579.00,126697.00,,1454.00,,--,--,80664.00,,--,109126.00,88057.00,--,-7393.00,115214.00,--,-6088.00,1.06,,,,,,,,80664.00,,,,,,,82118.00,,,--,--,23126.00,--,--,23126.00,--,28462.00,,,,,,,,,
114/10/28,113,2,3067,全域,35490.00,17225.00,29559.00,-11294.00,3766.00,,-110.00,,--,--,-7418.00,,--,-6659.00,-7418.00,--,--,-6659.00,--,0.00,-0.37,,,,,,,,-7418.00,,,,,,,-7528.00,,,--,--,18265.00,--,--,18265.00,--,759.00,,,,,,,,,
114/10/28,113,2,3071,協禧,1185287.00,816842.00,289890.00,78555.00,32380.00,,25205.00,,--,--,85730.00,,--,156212.00,38089.00,--,47641.00,102468.00,--,53744.00,0.35,,,,,,,,85730.00,,,,,,,110935.00,,,--,--,368445.00,--,--,368445.00,--,70482.00,,,,,,,,,
114/10/28,113,2,3073,天方能源,19544.00,11534.00,24468.00,-16458.00,-4281.00,,99.00,,--,--,-20838.00,,--,-20272.00,-19701.00,--,-1137.00,-19135.00,--,-1137.00,-0.61,,,,,,,,-20838.00,,,,,,,-20739.00,,,--,--,8010.00,--,--,8010.00,0.00,566.00,,,,,,,,,
114/10/28,113,2,3078,僑威,4142669.00,3120020.00,417939.00,604710.00,336356.00,,251541.00,,--,--,689525.00,,--,860673.00,689525.00,--,--,860673.00,--,--,3.03,,,,,,,,689525.00,,,,,,,941066.00,,,--,--,1022649.00,--,--,1022649.00,--,171148.00,,,,,,,,,
114/10/28,113,2,3081,聯亞,596567.00,536903.00,173695.00,-114031.00,25681.00,,-17670.00,,--,--,-70680.00,,--,-86817.00,--,--,--,--,--,--,-0.77,,,,,,,,-70680.00,,,,,,,-88350.00,,,--,--,59664.00,--,--,59664.00,--,-16137.00,,,,,,,,,
114/10/28,113,2,3083,網龍,249978.00,43446.00,163854.00,42678.00,41613.00,,4740.00,,--,--,79551.00,,--,85404.00,74271.00,--,5280.00,78939.00,--,6465.00,0.86,,,,,,,,79551.00,,,,,,,84291.00,,,--,--,206532.00,--,--,206532.00,--,5853.00,,,,,,,,,
114/10/28,113,2,3085,新零售,29392.00,21016.00,29805.00,-21429.00,335.00,,-4.00,,--,--,-21090.00,,--,-21090.00,-21068.00,--,-22.00,-21068.00,--,-22.00,-0.73,,,,,,,,-21090.00,,,,,,,-21094.00,,,--,--,8376.00,--,--,8376.00,--,--,,,,,,,,,
114/10/28,113,2,3086,華義,77019.00,34347.00,33569.00,9103.00,13310.00,,0.00,,--,--,22413.00,,--,22413.00,22413.00,--,--,22413.00,--,--,0.95,,,,,,,,22413.00,,,,,,,22413.00,,,--,--,42672.00,--,--,42672.00,--,--,,,,,,,,,
114/10/28,113,2,3088,艾訊,3028877.00,1888936.00,767808.00,372126.00,83974.00,,145696.00,,--,--,310404.00,,--,364888.00,314252.00,--,-3848.00,368816.00,--,-3928.00,3.08,,,,,,,,310404.00,,,,,,,456100.00,,,--,--,1139941.00,65.00,58.00,1139934.00,--,54484.00,,,,,,,,,
114/10/28,113,2,3093,港建*,448412.00,256569.00,146494.00,45349.00,-5540.00,,8916.00,,--,--,30893.00,,--,42279.00,30893.00,--,0.00,42279.00,--,0.00,0.21,,,,,,,,30893.00,,,,,,,39809.00,,,--,--,191843.00,--,--,191843.00,--,11386.00,,,,,,,,,
114/10/28,113,2,3095,及成,289039.00,221321.00,46317.00,21401.00,-685.00,,3168.00,,--,--,17548.00,,--,21789.00,17548.00,--,0.00,21789.00,--,0.00,1.75,,,,,,,,17548.00,,,,,,,20716.00,,,--,--,67718.00,--,--,67718.00,--,4241.00,,,,,,,,,
114/10/28,113,2,3105,穩懋,9403827.00,7057620.00,1661367.00,684840.00,79080.00,,103472.00,,--,--,660448.00,,--,2530463.00,892017.00,--,-231569.00,2722141.00,--,-191678.00,2.10,,,,,,,,660448.00,,,,,,,763920.00,,,--,--,2346207.00,--,--,2346207.00,--,1870015.00,,,,,,,,,
114/10/28,113,2,3114,好德,1339104.00,1209320.00,97627.00,32157.00,47509.00,,17337.00,,--,--,62329.00,,--,94828.00,62329.00,--,0.00,94828.00,--,0.00,0.96,,,,,,,,62329.00,,,,,,,79666.00,,,--,--,129784.00,--,--,129784.00,--,32499.00,,,,,,,,,
114/10/28,113,2,3115,富榮綱,424.00,275.00,15529.00,-15380.00,3408.00,,-5.00,,--,--,-11967.00,,--,-9586.00,-11967.00,--,--,-9586.00,--,--,-0.27,,,,,,,,-11967.00,,,,,,,-11972.00,,,--,--,149.00,--,--,149.00,--,2381.00,,,,,,,,,
114/10/28,113,2,3118,進階,344378.00,231975.00,77226.00,35177.00,2822.00,,7601.00,,--,--,30398.00,,--,30398.00,--,--,--,--,--,--,0.94,,,,,,,,30398.00,,,,,,,37999.00,,,--,--,112403.00,--,--,112403.00,--,--,,,,,,,,,
114/10/28,113,2,3122,笙泉,173385.00,118264.00,85154.00,-30033.00,-173.00,,44.00,,--,--,-30250.00,,--,-29686.00,-30250.00,--,--,-29686.00,--,--,-0.75,,,,,,,,-30250.00,,,,,,,-30206.00,,,--,--,55121.00,--,--,55121.00,--,564.00,,,,,,,,,
114/10/28,113,2,3128,昇銳,495448.00,347053.00,124121.00,24274.00,1738.00,,4257.00,,--,--,21755.00,,--,21755.00,21944.00,--,-189.00,21944.00,--,-189.00,0.53,,,,,,,,21755.00,,,,,,,26012.00,,,--,--,148395.00,--,--,148395.00,--,--,,,,,,,,,
114/10/28,113,2,3131,弘塑,1859856.00,1054093.00,431077.00,374686.00,89394.00,,87021.00,,--,--,377059.00,,--,423117.00,377382.00,--,-323.00,423429.00,--,-312.00,13.04,,,,,,,,377059.00,,,,,,,464080.00,,,--,--,805763.00,--,--,805763.00,--,46058.00,,,,,,,,,
114/10/28,113,2,3141,晶宏,752102.00,469137.00,266171.00,12293.00,55168.00,,14088.00,,--,--,53373.00,,--,71585.00,69008.00,--,-15635.00,87220.00,--,-15635.00,0.92,,,,,,,,53373.00,,,,,,,67461.00,,,--,--,282965.00,--,--,282965.00,-4501.00,18212.00,,,,,,,,,
114/10/28,113,2,3147,大綜,1977484.00,1622522.00,222198.00,132764.00,59336.00,,41598.00,,--,--,150502.00,,--,153510.00,150502.00,--,--,153510.00,--,--,3.86,,,,,,,,150502.00,,,,,,,192100.00,,,--,--,354962.00,--,--,354962.00,--,3008.00,,,,,,,,,
114/10/28,113,2,3152,璟德,806591.00,429234.00,145408.00,231949.00,44168.00,,55224.00,,--,--,220893.00,,--,220893.00,--,--,--,--,--,--,3.20,,,,,,,,220893.00,,,,,,,276117.00,,,--,--,377357.00,--,--,377357.00,--,--,,,,,,,,,
114/10/28,113,2,3162,精確,1641683.00,1484725.00,255559.00,-98601.00,-12339.00,,5072.00,,--,--,-116012.00,,--,-48111.00,-117048.00,--,1036.00,-48554.00,--,443.00,-0.90,,,,,,,,-116012.00,,,,,,,-110940.00,,,--,--,156958.00,--,--,156958.00,--,67901.00,,,,,,,,,
114/10/28,113,2,3163,波若威,1008247.00,837352.00,144695.00,26200.00,292678.00,,24044.00,,--,--,294834.00,,--,328957.00,294834.00,--,--,328957.00,--,--,3.66,,,,,,,,294834.00,,,,,,,318878.00,,,--,--,170895.00,--,--,170895.00,--,34123.00,,,,,,,,,
114/10/28,113,2,3169,亞信,437961.00,213023.00,112003.00,112935.00,21935.00,,21504.00,,--,--,113366.00,,--,122844.00,113366.00,--,--,122844.00,--,--,1.80,,,,,,,,113366.00,,,,,,,134870.00,,,--,--,224938.00,--,--,224938.00,--,9478.00,,,,,,,,,
114/10/28,113,2,3171,炎洲流通,713177.00,513926.00,141308.00,57943.00,7650.00,,12560.00,,--,--,53033.00,,--,56333.00,53033.00,--,--,56333.00,--,--,0.80,,,,,,,,53033.00,,,,,,,65593.00,,,--,--,199251.00,--,--,199251.00,--,3300.00,,,,,,,,,
114/10/28,113,2,3176,基亞,605422.00,244658.00,527954.00,-167190.00,97137.00,,20498.00,,--,--,-90551.00,,--,-14910.00,-63798.00,--,-26753.00,-35792.00,--,20882.00,-0.46,,,,,,,,-90551.00,,,,,,,-70053.00,,,--,--,360764.00,--,--,360764.00,--,75641.00,,,,,,,,,
114/10/28,113,2,3178,公準,674665.00,555456.00,93772.00,25437.00,22086.00,,8700.00,,--,--,38823.00,,--,39340.00,38462.00,--,361.00,38823.00,--,517.00,0.85,,,,,,,,38823.00,,,,,,,47523.00,,,--,--,119209.00,--,--,119209.00,--,517.00,,,,,,,,,
114/10/28,113,2,3188,鑫龍騰,934439.00,519385.00,111185.00,303869.00,443.00,,68161.00,,--,--,236151.00,,--,236151.00,236151.00,--,--,236151.00,--,--,1.27,,,,,,,,236151.00,,,,,,,304312.00,,,--,--,415054.00,--,--,415054.00,--,--,,,,,,,,,
114/10/28,113,2,3191,雲嘉南,82289.00,69847.00,33884.00,-21442.00,8702.00,,1379.00,,--,--,-14119.00,,--,-13952.00,-14119.00,--,--,-13952.00,--,--,-0.32,,,,,,,,-14119.00,,,,,,,-12740.00,,,--,--,12442.00,--,--,12442.00,--,167.00,,,,,,,,,
114/10/28,113,2,3205,佰研,235354.00,195674.00,73749.00,-34069.00,7232.00,,0.00,,--,--,-26837.00,,--,-5525.00,-25718.00,--,-1119.00,-4650.00,--,-875.00,-0.79,,,,,,,,-26837.00,,,,,,,-26837.00,,,--,--,39680.00,--,--,39680.00,--,21312.00,,,,,,,,,
114/10/28,113,2,3206,志豐,1844789.00,1440828.00,244617.00,159344.00,82108.00,,70321.00,,--,--,171131.00,,--,218291.00,169194.00,--,1937.00,213329.00,--,4962.00,2.87,,,,,,,,171131.00,,,,,,,241452.00,,,--,--,403961.00,--,--,403961.00,--,47160.00,,,,,,,,,
114/10/28,113,2,3207,耀勝,776000.00,625261.00,128012.00,22727.00,6463.00,,5089.00,,--,--,24101.00,,--,44421.00,33048.00,--,-8947.00,53732.00,--,-9311.00,0.54,,,,,,,,24101.00,,,,,,,29190.00,,,--,--,150739.00,--,--,150739.00,--,20320.00,,,,,,,,,
114/10/28,113,2,3211,順達,7374106.00,6517480.00,409551.00,447075.00,1280147.00,,163691.00,,--,--,1563531.00,,--,1920677.00,1563531.00,--,--,1920677.00,--,--,10.31,,,,,,,,1563531.00,,,,,,,1727222.00,,,--,--,856626.00,--,--,856626.00,--,357146.00,,,,,,,,,
114/10/28,113,2,3213,茂訊,1485397.00,979067.00,171834.00,334496.00,87350.00,,91332.00,,--,--,330514.00,,--,339069.00,326703.00,--,3811.00,335258.00,--,3811.00,5.57,,,,,,,,330514.00,,,,,,,421846.00,,,--,--,506330.00,--,--,506330.00,--,8555.00,,,,,,,,,
114/10/28,113,2,3217,優群,1474663.00,765720.00,309442.00,399501.00,131594.00,,108796.00,,--,--,422299.00,,--,443634.00,422299.00,--,--,443634.00,--,--,4.69,,,,,,,,422299.00,,,,,,,531095.00,,,--,--,708943.00,--,--,708943.00,--,21335.00,,,,,,,,,
114/10/28,113,2,3218,大學光,2110603.00,818568.00,585817.00,706218.00,12233.00,,145263.00,,--,--,573188.00,,--,598228.00,582024.00,--,-8836.00,600320.00,--,-2092.00,6.87,,,,,,,,573188.00,,,,,,,718451.00,,,--,--,1292035.00,--,--,1292035.00,--,25040.00,,,,,,,,,
114/10/28,113,2,3219,倚強科,563164.00,236891.00,323915.00,2358.00,42470.00,,4618.00,,--,--,40210.00,,--,85376.00,21595.00,--,18615.00,54006.00,--,31370.00,0.31,,,,,,,,40210.00,,,,,,,44828.00,,,--,--,326273.00,--,--,326273.00,--,45166.00,,,,,,,,,
114/10/28,113,2,3221,台嘉碩,1085869.00,829949.00,207709.00,48211.00,27977.00,,12598.00,,--,--,63590.00,,--,59216.00,73557.00,--,-9967.00,61310.00,--,-2094.00,0.71,,,,,,,,63590.00,,,,,,,76188.00,,,--,--,255920.00,0.00,--,255920.00,--,-4374.00,,,,,,,,,
114/10/28,113,2,3224,三顧,662608.00,584870.00,189683.00,-111945.00,36339.00,,3889.00,,--,--,-79495.00,,--,-56430.00,-35236.00,--,-44259.00,-12171.00,--,-44259.00,-0.52,,,,,,,,-79495.00,,,,,,,-75606.00,,,--,--,77738.00,--,--,77738.00,--,23065.00,,,,,,,,,
114/10/28,113,2,3226,龍鋒,1204409.00,885189.00,90662.00,228558.00,76884.00,,68885.00,,--,--,236557.00,,--,236557.00,--,--,--,--,--,--,3.67,,,,,,,,236557.00,,,,,,,305442.00,,,--,--,319220.00,--,--,319220.00,--,--,,,,,,,,,
114/10/28,113,2,3227,原相,3795069.00,1491781.00,1604313.00,698975.00,189629.00,,110347.00,,--,--,778257.00,,--,1128028.00,778257.00,--,--,1128028.00,--,--,5.38,,,,,,,,778257.00,,,,,,,888604.00,,,--,--,2303288.00,--,--,2303288.00,--,349771.00,,,,,,,,,
114/10/28,113,2,3228,金麗科,269450.00,56940.00,165537.00,46973.00,5531.00,,3427.00,,--,--,49077.00,,--,48879.00,--,--,--,--,--,--,0.70,,,,,,,,49077.00,,,,,,,52504.00,,,--,--,212510.00,--,--,212510.00,--,-198.00,,,,,,,,,
114/10/28,113,2,3230,錦明,222638.00,216929.00,80380.00,-73042.00,399435.00,,-2081.00,,0.00,--,328474.00,,--,341895.00,328474.00,--,--,341895.00,--,--,4.62,,,,,,,,328474.00,,,,,,,326393.00,,,--,--,5709.00,--,--,5709.00,1629.00,13421.00,,,,,,,,,
114/10/28,113,2,3232,昱捷,853781.00,776976.00,63595.00,13210.00,7786.00,,2414.00,,--,--,18582.00,,--,23218.00,18582.00,--,--,23218.00,--,--,0.40,,,,,,,,18582.00,,,,,,,20996.00,,,--,--,76805.00,--,--,76805.00,--,4636.00,,,,,,,,,
114/10/28,113,2,3234,光環,294215.00,291312.00,157268.00,-154322.00,8590.00,,0.00,,--,--,-145732.00,,--,-141927.00,-135042.00,--,-10690.00,-131237.00,--,-10690.00,-1.28,,,,,,,,-145732.00,,,,,,,-145732.00,,,--,--,2903.00,239.00,282.00,2946.00,--,3805.00,,,,,,,,,
114/10/28,113,2,3236,千如,899988.00,719429.00,220656.00,-40097.00,43885.00,,5639.00,,--,--,-1851.00,,--,36818.00,-1851.00,--,--,36818.00,--,--,-0.02,,,,,,,,-1851.00,,,,,,,3788.00,,,--,--,180559.00,--,--,180559.00,--,38669.00,,,,,,,,,
114/10/28,113,2,3252,海灣,258649.00,169909.00,61215.00,27525.00,-24795.00,,199.00,,--,--,2531.00,,--,2531.00,764.00,--,1767.00,764.00,--,1767.00,0.02,,,,,,,,2531.00,,,,,,,2730.00,,,--,--,88740.00,--,--,88740.00,--,0.00,,,,,,,,,
114/10/28,113,2,3259,鑫創,103204.00,108793.00,103545.00,-109134.00,3132.00,,--,,--,--,-106002.00,,--,-106002.00,-106002.00,--,--,-106002.00,--,--,-1.86,,,,,,,,-106002.00,,,,,,,-106002.00,,,--,--,-5589.00,--,--,-5589.00,--,--,,,,,,,,,
114/10/28,113,2,3260,威剛,20929918.00,15558678.00,2432952.00,2938288.00,-437879.00,,670247.00,,--,--,1830162.00,,--,1925088.00,1814298.00,--,15864.00,1938644.00,--,-13556.00,6.20,,,,,,,,1830162.00,,,,,,,2500409.00,,,--,--,5371240.00,--,--,5371240.00,--,94926.00,,,,,,,,,
114/10/28,113,2,3264,欣銓,6574733.00,4760621.00,611735.00,1202377.00,27092.00,,131104.00,,--,--,1098365.00,,--,1213405.00,1098365.00,--,--,1213405.00,--,--,2.32,,,,,,,,1098365.00,,,,,,,1229469.00,,,--,--,1814112.00,--,--,1814112.00,--,115040.00,,,,,,,,,
114/10/28,113,2,3265,台星科,2020713.00,1481198.00,130160.00,409355.00,149565.00,,96170.00,,--,--,462750.00,,--,601475.00,462750.00,--,--,601475.00,--,--,3.40,,,,,,,,462750.00,,,,,,,558920.00,,,--,--,539515.00,--,--,539515.00,--,138725.00,,,,,,,,,
114/10/28,113,2,3268,海德威,500583.00,465559.00,43447.00,-8423.00,28372.00,,1872.00,,--,--,18077.00,,--,3030.00,18077.00,--,--,3030.00,--,--,0.53,,,,,,,,18077.00,,,,,,,19949.00,,,--,--,35024.00,--,--,35024.00,--,-15047.00,,,,,,,,,
114/10/28,113,2,3272,東碩,1362347.00,1218838.00,249151.00,-105642.00,-15499.00,,-4394.00,,--,--,-116747.00,,--,-1913.00,-116747.00,--,--,-1913.00,--,--,-1.91,,,,,,,,-116747.00,,,,,,,-121141.00,,,--,--,143509.00,--,--,143509.00,--,114834.00,,,,,,,,,
114/10/28,113,2,3276,宇環,566575.00,591550.00,63745.00,-88720.00,41982.00,,0.00,,--,--,-46738.00,,--,-27693.00,-17044.00,--,-29694.00,2001.00,--,-29694.00,-0.24,,,,,,,,-46738.00,,,,,,,-46738.00,,,--,--,-24975.00,--,--,-24975.00,--,19045.00,,,,,,,,,
114/10/28,113,2,3284,太普高,526134.00,317987.00,52406.00,155741.00,-14368.00,,26840.00,,--,--,114533.00,,--,117740.00,117810.00,--,-3277.00,121425.00,--,-3685.00,1.33,,,,,,,,114533.00,,,,,,,141373.00,,,--,--,208147.00,--,--,208147.00,--,3207.00,,,,,,,,,
114/10/28,113,2,3285,微端,406167.00,305907.00,81080.00,19180.00,22005.00,,14785.00,,--,--,26400.00,,--,36501.00,25685.00,--,715.00,34608.00,--,1893.00,0.60,,,,,,,,26400.00,,,,,,,41185.00,,,--,--,100260.00,--,--,100260.00,--,10101.00,,,,,,,,,
114/10/28,113,2,3287,廣寰科,372039.00,263205.00,95866.00,12968.00,91357.00,,6894.00,,--,--,97431.00,,--,95493.00,86838.00,--,10593.00,84900.00,--,10593.00,1.97,,,,,,,,97431.00,,,,,,,104325.00,,,--,--,108834.00,--,--,108834.00,--,-1938.00,,,,,,,,,
114/10/28,113,2,3288,點晶,34481.00,14630.00,29359.00,-9508.00,-1684.00,,0.00,,--,--,-11192.00,,--,-9747.00,-11188.00,--,-4.00,-9743.00,--,-4.00,-0.75,,,,,,,,-11192.00,,,,,,,-11192.00,,,--,--,19851.00,--,--,19851.00,--,1445.00,,,,,,,,,
114/10/28,113,2,3289,宜特,2122349.00,1546588.00,402527.00,173234.00,127259.00,,10180.00,,--,--,290313.00,,--,307028.00,305769.00,--,-15456.00,322484.00,--,-15456.00,4.13,,,,,,,,290313.00,,,,,,,300493.00,,,--,--,575761.00,--,--,575761.00,--,16715.00,,,,,,,,,
114/10/28,113,2,3290,東浦,863861.00,583857.00,162489.00,117515.00,15143.00,,7009.00,,--,--,125649.00,,--,179099.00,125649.00,--,0.00,179099.00,--,0.00,1.03,,,,,,,,125649.00,,,,,,,132658.00,,,--,--,280004.00,--,--,280004.00,--,53450.00,,,,,,,,,
114/10/28,113,2,3293,鈊象,8752533.00,303440.00,3667531.00,4781562.00,426615.00,,895786.00,,--,--,4312391.00,,--,4175676.00,4312631.00,--,-240.00,4175825.00,--,-149.00,15.30,,,,,,,,4312391.00,,,,,,,5208177.00,,,--,--,8449093.00,--,--,8449093.00,--,-136715.00,,,,,,,,,
114/10/28,113,2,3294,英濟,2027910.00,1730842.00,326972.00,-29904.00,80141.00,,29061.00,,--,--,21176.00,,--,79559.00,22262.00,--,-1086.00,80353.00,--,-794.00,0.17,,,,,,,,21176.00,,,,,,,50237.00,,,--,--,297068.00,--,--,297068.00,--,58383.00,,,,,,,,,
114/10/28,113,2,3297,杭特,81863.00,57345.00,44438.00,-19920.00,24652.00,,4844.00,,--,--,-112.00,,--,-112.00,-112.00,--,--,-112.00,--,--,-0.01,,,,,,,,-112.00,,,,,,,4732.00,,,--,--,24518.00,--,--,24518.00,--,0.00,,,,,,,,,
114/10/28,113,2,3303,岱稜,1403830.00,859704.00,285362.00,258764.00,-68903.00,,36912.00,,--,--,152949.00,,--,171942.00,152112.00,--,837.00,171105.00,--,837.00,1.62,,,,,,,,152949.00,,,,,,,189861.00,,,--,--,544126.00,--,--,544126.00,--,18993.00,,,,,,,,,
